ts_open,ts_close,open,high,low,close
2026-03-29T18:42:00-04:00,2026-03-29T18:43:00-04:00,3031.90,3032.20,3031.70,3032.00
2026-03-29T18:43:00-04:00,2026-03-29T18:44:00-04:00,3032.20,3032.50,3032.00,3032.30
2026-03-29T18:44:00-04:00,2026-03-29T18:45:00-04:00,3032.50,3032.80,3032.30,3032.60
2026-03-29T18:45:00-04:00,2026-03-29T18:46:00-04:00,3032.80,3033.10,3032.60,3032.90
2026-03-29T18:46:00-04:00,2026-03-29T18:47:00-04:00,3033.10,3033.40,3032.90,3033.20
2026-03-29T18:47:00-04:00,2026-03-29T18:48:00-04:00,3033.40,3033.70,3033.20,3033.50
2026-03-29T18:48:00-04:00,2026-03-29T18:49:00-04:00,3033.70,3034.00,3033.50,3033.80
2026-03-29T18:49:00-04:00,2026-03-29T18:50:00-04:00,3034.00,3034.30,3033.80,3034.10
2026-03-29T18:50:00-04:00,2026-03-29T18:51:00-04:00,3034.30,3034.60,3034.10,3034.40
2026-03-29T18:51:00-04:00,2026-03-29T18:52:00-04:00,3034.60,3034.90,3034.40,3034.70
2026-03-29T18:52:00-04:00,2026-03-29T18:53:00-04:00,3034.90,3035.20,3034.70,3035.00
2026-03-29T18:53:00-04:00,2026-03-29T18:54:00-04:00,3035.20,3035.50,3035.00,3035.30
2026-03-29T18:54:00-04:00,2026-03-29T18:55:00-04:00,3035.50,3035.80,3035.30,3035.60
2026-03-29T18:55:00-04:00,2026-03-29T18:56:00-04:00,3035.80,3036.10,3035.60,3035.90
2026-03-29T18:56:00-04:00,2026-03-29T18:57:00-04:00,3036.10,3036.40,3035.90,3036.20
2026-03-29T18:57:00-04:00,2026-03-29T18:58:00-04:00,3036.40,3036.70,3036.20,3036.50
2026-03-29T18:58:00-04:00,2026-03-29T18:59:00-04:00,3036.70,3037.00,3036.50,3036.80
2026-03-29T18:59:00-04:00,2026-03-29T19:00:00-04:00,3037.00,3037.30,3036.80,3037.10
2026-03-29T19:00:00-04:00,2026-03-29T19:01:00-04:00,3037.30,3037.60,3037.10,3037.40
2026-03-29T19:01:00-04:00,2026-03-29T19:02:00-04:00,3037.60,3037.90,3037.40,3037.70
2026-03-29T19:02:00-04:00,2026-03-29T19:03:00-04:00,3037.90,3038.20,3037.70,3038.00
2026-03-29T19:03:00-04:00,2026-03-29T19:04:00-04:00,3038.20,3038.50,3038.00,3038.30
2026-03-29T19:04:00-04:00,2026-03-29T19:05:00-04:00,3038.50,3038.80,3038.30,3038.60
2026-03-29T19:05:00-04:00,2026-03-29T19:06:00-04:00,3038.80,3039.10,3038.60,3038.90
2026-03-29T19:06:00-04:00,2026-03-29T19:07:00-04:00,3039.10,3039.40,3038.90,3039.20
2026-03-29T19:07:00-04:00,2026-03-29T19:08:00-04:00,3039.40,3039.70,3039.20,3039.50
2026-03-29T19:08:00-04:00,2026-03-29T19:09:00-04:00,3039.70,3040.00,3039.50,3039.80
2026-03-29T19:09:00-04:00,2026-03-29T19:10:00-04:00,3040.00,3040.30,3039.80,3040.10
2026-03-29T19:10:00-04:00,2026-03-29T19:11:00-04:00,3040.30,3040.60,3040.10,3040.40
2026-03-29T19:11:00-04:00,2026-03-29T19:12:00-04:00,3040.60,3040.90,3040.40,3040.70
2026-03-29T19:12:00-04:00,2026-03-29T19:13:00-04:00,3040.90,3041.20,3040.70,3041.00
2026-03-29T19:13:00-04:00,2026-03-29T19:14:00-04:00,3041.20,3041.50,3041.00,3041.30
2026-03-29T19:14:00-04:00,2026-03-29T19:15:00-04:00,3041.50,3041.80,3041.30,3041.60
2026-03-29T19:15:00-04:00,2026-03-29T19:16:00-04:00,3041.80,3042.10,3041.60,3041.90
2026-03-29T19:16:00-04:00,2026-03-29T19:17:00-04:00,3042.10,3042.40,3041.90,3042.20
2026-03-29T19:17:00-04:00,2026-03-29T19:18:00-04:00,3042.40,3042.70,3042.20,3042.50
2026-03-29T19:18:00-04:00,2026-03-29T19:19:00-04:00,3042.70,3043.00,3042.50,3042.80
2026-03-29T19:19:00-04:00,2026-03-29T19:20:00-04:00,3043.00,3043.30,3042.80,3043.10
2026-03-29T19:20:00-04:00,2026-03-29T19:21:00-04:00,3043.30,3043.60,3043.10,3043.40
2026-03-29T19:21:00-04:00,2026-03-29T19:22:00-04:00,3043.60,3043.90,3043.40,3043.70
2026-03-29T19:22:00-04:00,2026-03-29T19:23:00-04:00,3043.90,3044.20,3043.70,3044.00
2026-03-29T19:23:00-04:00,2026-03-29T19:24:00-04:00,3044.20,3044.50,3044.00,3044.30
2026-03-29T19:24:00-04:00,2026-03-29T19:25:00-04:00,3044.50,3044.80,3044.30,3044.60
2026-03-29T19:25:00-04:00,2026-03-29T19:26:00-04:00,3044.80,3045.10,3044.60,3044.90
2026-03-29T19:26:00-04:00,2026-03-29T19:27:00-04:00,3045.10,3045.40,3044.90,3045.20
2026-03-29T19:27:00-04:00,2026-03-29T19:28:00-04:00,3045.40,3045.70,3045.20,3045.50
2026-03-29T19:28:00-04:00,2026-03-29T19:29:00-04:00,3045.70,3046.00,3045.50,3045.80
2026-03-29T19:29:00-04:00,2026-03-29T19:30:00-04:00,3046.00,3046.30,3045.80,3046.10
2026-03-29T19:30:00-04:00,2026-03-29T19:31:00-04:00,3046.30,3046.60,3046.10,3046.40
2026-03-29T19:31:00-04:00,2026-03-29T19:32:00-04:00,3046.60,3046.90,3046.40,3046.70
2026-03-29T19:32:00-04:00,2026-03-29T19:33:00-04:00,3046.90,3047.20,3046.70,3047.00
2026-03-29T19:33:00-04:00,2026-03-29T19:34:00-04:00,3047.20,3047.50,3047.00,3047.30
2026-03-29T19:34:00-04:00,2026-03-29T19:35:00-04:00,3047.50,3047.80,3047.30,3047.60
